Date,ABEV3,AZUL4,BTOW3,B3SA3,BBSE3,BRML3,BBDC4,BBAS3,IBOV
2017-04-11,15.742680549621582,22.399999618530273,11.66328239440918,5.621583461761475,20.6430721282959,11.320664405822754,17.085790634155273,27.052013397216797,64360.0
2017-04-12,15.78735065460205,22.959999084472656,11.742356300354004,5.598085880279541,20.434558868408203,11.256795883178711,16.915510177612305,26.60691261291504,63892.0
2017-04-13,15.867765426635742,22.989999771118164,11.870848655700684,5.43654727935791,20.190088272094727,11.256795883178711,16.399368286132812,25.22217559814453,62826.0
2017-04-17,16.135799407958984,22.850000381469727,12.147604942321777,5.742001533508301,20.916303634643555,11.544204711914062,17.133670806884766,26.39259910583496,64335.0
2017-04-18,16.22514533996582,23.90999984741211,12.799958229064941,5.7860589027404785,20.84440040588379,11.592105865478516,17.032577514648438,26.648128509521484,64159.0
2017-04-19,16.171537399291992,23.920000076293945,13.165671348571777,5.671512126922607,20.45612907409668,11.176960945129395,16.862300872802734,25.675504684448242,63407.0
2017-04-20,16.06432342529297,23.860000610351562,13.333702087402344,5.6245198249816895,20.865966796875,11.153010368347168,16.569643020629883,25.881572723388672,63761.0
2017-04-24,16.10900115966797,24.200000762939453,13.610458374023438,5.586337566375732,20.801258087158203,11.176960945129395,16.872947692871094,26.623397827148438,64389.0
2017-04-25,16.368099212646484,24.100000381469727,13.758720397949219,5.627456188201904,21.009775161743164,11.544204711914062,17.027252197265625,26.788249969482422,65148.0
2017-04-26,16.269819259643555,23.940000534057617,13.64011001586914,5.606895923614502,21.110437393188477,11.256795883178711,17.31458854675293,26.466793060302734,64862.0
2017-04-27,16.26088523864746,23.729999542236328,13.145902633666992,5.565777778625488,20.865966796875,11.097125053405762,17.82008171081543,26.83770751953125,64677.0
2017-04-28,16.314491271972656,23.959999084472656,13.2249755859375,5.583399772644043,21.49151611328125,11.216878890991211,17.777524948120117,27.076738357543945,65403.0
2017-05-02,16.591459274291992,25.399999618530273,14.025591850280762,5.742001533508301,21.448373794555664,11.234265327453613,18.255876541137695,27.933963775634766,66722.0
2017-05-03,16.582530975341797,25.5,14.243042945861816,5.730254650115967,21.36928367614746,11.132723808288574,18.242555618286133,27.843290328979492,66094.0
2017-05-04,17.002452850341797,26.260000228881836,13.837793350219727,5.668575286865234,20.88753890991211,11.077335357666016,17.973161697387695,26.672855377197266,64863.0
2017-05-05,16.88630485534668,26.600000381469727,14.243042945861816,5.7126312255859375,20.97382164001465,11.695819854736328,17.99658203125,27.291044235229492,65710.0
2017-05-08,16.877370834350586,26.0,14.065128326416016,5.697946548461914,21.469945907592773,11.474274635314941,17.984872817993164,26.60691261291504,65526.0
2017-05-09,16.93097686767578,25.799999237060547,14.31223201751709,5.721442699432373,21.69284439086914,11.908137321472168,18.14299201965332,26.705825805664062,66278.0
2017-05-10,17.14540672302246,25.690000534057617,15.02388858795166,5.847736835479736,21.843835830688477,12.27738094329834,18.412385940551758,27.48885726928711,67350.0
2017-05-11,17.44918441772461,25.25,14.826207160949707,5.877109050750732,21.87978744506836,12.471234321594238,18.523653030395508,28.346088409423828,67538.0
2017-05-12,17.592132568359375,25.25,13.195323944091797,5.915290832519531,22.40467643737793,12.27738094329834,18.7110595703125,29.170345306396484,68222.0
2017-05-15,17.63680648803711,25.68000030517578,12.760421752929688,5.985780239105225,22.289630889892578,12.221994400024414,18.74033546447754,28.6428165435791,68474.0
2017-05-16,17.708280563354492,26.299999237060547,13.244745254516602,6.062145233154297,22.74980354309082,12.508159637451172,18.769634246826172,28.6428165435791,68684.0
2017-05-17,17.547456741333008,26.5,12.987756729125977,6.021025657653809,22.361530303955078,12.609701156616211,18.400667190551758,27.86802101135254,67540.0
2017-05-18,16.79695701599121,22.719999313354492,11.534789085388184,5.512909889221191,20.07504653930664,10.80040168762207,15.987858772277832,22.320791244506836,61597.0
2017-05-19,16.63613510131836,23.0,12.147604942321777,5.6245198249816895,20.535221099853516,10.846558570861816,16.25139617919922,23.062618255615234,62639.0
2017-05-22,16.591459274291992,22.200000762939453,12.404593467712402,5.43654727935791,20.34827423095703,10.338846206665039,15.788735389709473,21.9910945892334,61673.0
2017-05-23,16.877370834350586,22.040000915527344,12.839494705200195,5.480432987213135,20.959442138671875,10.477314949035645,15.894150733947754,22.50809669494629,62662.0
2017-05-24,16.85056495666504,23.950000762939453,12.750537872314453,5.542342662811279,21.441186904907227,10.938870429992676,16.075700759887695,22.90646743774414,63257.0
2017-05-25,16.904170989990234,25.110000610351562,12.938336372375488,5.462745666503906,21.326143264770508,10.92040729522705,15.964430809020996,22.997764587402344,63227.0
2017-05-26,17.002452850341797,25.209999084472656,13.145902633666992,5.636681079864502,21.398046493530273,11.215802192687988,16.333372116088867,23.95220375061035,64085.0
2017-05-29,17.002452850341797,25.209999084472656,13.145902633666992,5.636681079864502,21.398046493530273,11.215802192687988,16.333372116088867,23.95220375061035,63761.0
2017-05-30,16.78802490234375,24.850000381469727,12.799958229064941,5.583617210388184,21.34771156311035,11.114261627197266,16.427082061767578,24.06839370727539,63962.0
2017-05-31,16.7165470123291,23.59000015258789,12.48366641998291,5.430316925048828,20.923490524291992,11.058873176574707,16.11669921875,23.5206356048584,62711.0
2017-06-01,16.573591232299805,23.0,12.45401382446289,5.465694427490234,21.46275520324707,10.929638862609863,16.028846740722656,23.271652221679688,62289.0
2017-06-02,16.591459274291992,23.15999984741211,12.414477348327637,5.498122692108154,21.78631591796875,10.818865776062012,15.804559707641602,23.30484390258789,62511.0
2017-06-05,16.89523696899414,23.600000381469727,12.552854537963867,5.498122692108154,21.829458236694336,10.911176681518555,15.79283618927002,22.90646743774414,62450.0
2017-06-06,17.038188934326172,23.469999313354492,12.562739372253418,5.468641757965088,21.57061195373535,11.354269981384277,16.00379753112793,23.744712829589844,62955.0
2017-06-07,16.83269500732422,23.56999969482422,12.691232681274414,5.530550956726074,21.37647247314453,11.520429611206055,16.261648178100586,23.844308853149414,63171.0
2017-06-08,16.555727005004883,22.899999618530273,12.701116561889648,5.480432987213135,21.225481033325195,11.36350154876709,16.015518188476562,23.4874324798584,62756.0
2017-06-09,16.18047523498535,23.149999618530273,12.602275848388672,5.468641757965088,21.398046493530273,11.298883438110352,15.687356948852539,23.105653762817383,62211.0
2017-06-12,16.153671264648438,22.700000762939453,12.928451538085938,5.433265686035156,20.772499084472656,11.160416603088379,15.435372352600098,22.55789566040039,61700.0
2017-06-13,16.430639266967773,23.350000381469727,13.165671348571777,5.468641757965088,20.60712242126465,11.151185035705566,15.312313079833984,22.80640983581543,61829.0
2017-06-14,16.24301528930664,22.899999618530273,12.84937858581543,5.536448001861572,20.743736267089844,11.308115005493164,15.9041748046875,22.798093795776367,61923.0
2017-06-15,16.24301528930664,22.899999618530273,12.84937858581543,5.536448001861572,20.743736267089844,11.308115005493164,15.9041748046875,22.798093795776367,
2017-06-16,15.885634422302246,22.56999969482422,12.542970657348633,5.5806684494018555,20.6502628326416,11.400425910949707,15.827997207641602,22.881319046020508,61626.0
2017-06-19,15.966045379638672,22.600000381469727,12.414477348327637,5.683849811553955,21.07448387145996,11.538890838623047,15.869013786315918,22.581682205200195,62014.0
2017-06-20,16.14473533630371,22.950000762939453,12.038880348205566,5.548238754272461,20.362655639648438,11.077335357666016,15.499829292297363,21.641122817993164,60766.0
2017-06-21,16.19834327697754,23.0,11.643513679504395,5.630784034729004,20.34827423095703,11.298883438110352,15.4119291305542,21.524593353271484,60762.0
2017-06-22,16.26088523864746,22.799999237060547,11.366758346557617,5.595407962799072,20.599929809570312,11.021949768066406,15.605311393737793,21.641122817993164,61272.0
2017-06-23,16.296621322631836,23.309999465942383,11.46560001373291,5.560031890869141,20.34827423095703,10.948101043701172,15.476393699645996,21.208301544189453,61087.0
2017-06-26,16.467880249023438,23.350000381469727,11.712702751159668,5.71627950668335,20.628694534301758,11.058873176574707,16.173736572265625,22.44849967956543,62188.0
2017-06-27,16.485910415649414,23.25,11.544672966003418,5.675006866455078,20.168519973754883,10.994256019592285,15.992074966430664,21.724353790283203,61675.0
2017-06-28,16.494922637939453,23.079999923706055,11.19872760772705,5.725122451782227,19.974384307861328,10.874252319335938,16.126855850219727,21.965736389160156,62018.0
2017-06-29,16.449853897094727,23.1299991607666,11.248148918151855,5.757551193237305,20.204471588134766,10.754247665405273,16.203033447265625,22.107240676879883,62239.0
